Word,BestWordListResult,RandomWordListResult,AUDIOThenRandomWordsResult,AUDIOThenBestWordsResult
carrs,8,6.0,6.6,8
risen,4,5.2,4.0,4
indow,4,4.4,3.2,4
limbi,5,4.4,4.6,5
pavis,4,5.0,5.6,5
tapas,6,6.4,7.8,6
scaly,4,5.6,5.4,5
hides,5,5.6,6.8,6
soave,2,6.0,5.0,3
uvula,6,5.6,4.6,5
bones,4,7.2,6.0,5
draft,6,5.2,4.8,4
naric,4,4.6,5.2,3
howes,7,7.6,6.4,7
lapis,3,5.2,4.6,3
never,6,4.6,4.8,5
aging,8,6.0,5.0,9
prows,7,6.8,6.2,6
shute,3,4.6,4.8,3
navar,4,5.2,4.8,4
wizes,9,7.8,6.8,9
dobby,6,5.8,8.2,9
dolce,3,4.2,5.2,3
tepal,3,4.8,4.8,4
domic,3,4.6,3.6,4
nimbi,4,5.0,5.4,4
books,6,5.4,6.8,7
gayly,6,5.2,6.0,6
enrol,4,4.2,4.6,5
trash,2,5.4,4.6,3
chock,4,4.2,5.2,5
biros,3,5.6,4.4,5
paise,3,5.8,5.4,4
pampa,4,4.6,4.6,4
colin,3,4.6,3.8,3
boche,5,5.0,4.2,5
flews,7,5.4,5.0,6
karoo,4,5.4,3.2,5
wrote,3,4.2,4.6,3
spumy,4,4.2,5.2,4
stoup,7,5.2,4.4,7
kotow,5,4.4,5.6,4
kikes,10,7.0,6.2,10
unify,4,4.0,4.2,4
maims,5,6.6,5.8,6
gambe,4,4.6,5.2,4
neats,3,5.8,5.6,4
fyces,5,4.2,6.0,4
tense,3,6.2,5.0,4
burst,6,5.0,5.4,5
satem,3,4.6,5.2,3
dadas,6,6.0,4.0,4
lofts,5,4.8,5.6,4
douse,3,4.6,4.6,3
dames,4,5.8,5.6,6
twine,4,5.0,4.4,5
debag,4,3.8,4.4,6
surer,7,5.0,5.6,3
nobby,5,5.0,5.0,5
court,2,3.6,5.2,4
caped,3,5.4,7.2,5
trogs,3,5.2,5.6,3
plums,4,4.8,4.0,3
reaps,4,6.6,4.4,4
bolus,4,6.0,5.6,4
santo,3,3.8,4.0,3
fuses,7,6.2,6.6,7
speer,5,4.6,4.8,6
abide,4,5.0,3.2,5
canal,4,4.6,5.4,4
poesy,5,5.6,5.2,4
refer,6,5.0,4.8,5
nomoi,5,4.2,4.2,5
ottar,4,3.0,4.8,5
henge,4,5.0,5.4,4
nanny,6,6.4,6.0,6
algin,5,3.8,3.8,4
vinic,4,5.6,5.0,4
mixer,6,6.6,6.8,7
matin,4,5.0,5.4,5
galea,5,5.6,6.0,5
wedel,5,4.4,3.4,5
armet,3,4.0,4.0,3
ghost,4,3.8,4.0,5
fades,5,5.8,6.8,5
mitre,5,4.8,5.2,5
icily,3,5.0,4.4,9
alula,5,4.8,3.6,4
carbs,7,6.4,6.4,7
unbar,4,4.4,5.4,4
osmic,4,5.0,4.2,6
coble,4,4.8,5.0,4
glout,4,4.2,4.6,6
nifty,5,3.8,5.4,4
poles,4,6.2,5.4,4
filth,4,5.8,5.4,4
rifer,8,5.8,5.0,7
abuts,5,6.2,4.2,4
peens,4,5.4,5.8,5
vangs,8,6.4,6.8,9
mense,6,4.2,5.2,4
glebe,6,4.2,4.2,5
mincy,3,4.8,5.0,4
aceta,8,4.4,4.8,4
amass,7,5.6,4.6,4
fifth,5,5.0,5.8,4
caphs,4,5.6,4.6,4
cubic,4,4.6,4.6,5
dopey,4,5.0,5.8,4
rusts,4,4.6,5.2,4
maxed,8,6.2,7.6,9
erred,6,5.8,5.4,4
claws,9,6.2,6.0,8
saber,5,5.8,6.4,6
pupil,4,5.2,4.4,4
drape,4,4.4,5.0,4
milty,3,3.6,4.8,4
gyron,3,4.2,5.6,4
summa,5,5.0,4.8,7
kiddo,4,4.4,3.0,3
ulnar,5,4.2,4.4,3
blebs,9,6.2,5.6,8
mojos,7,5.0,5.0,7
kales,9,4.8,6.6,9
piles,3,6.4,5.6,4
softa,3,5.8,4.6,4
tweet,5,5.0,5.6,4
nenes,7,6.8,5.6,8
balas,7,4.8,5.6,5
nudge,4,6.0,5.2,3
chola,3,4.2,4.8,5
runes,4,5.4,5.8,3
knobs,5,4.4,5.0,5
solve,4,5.4,5.6,4
plied,4,4.4,4.2,3
orbit,4,4.8,3.8,4
wrack,5,4.2,6.0,5
wilts,8,7.4,7.2,8
shuln,3,4.8,4.2,3
assai,6,6.0,4.6,5
airth,3,5.6,4.2,3
sprig,4,5.0,4.2,4
tract,6,4.8,5.0,6
ghyll,3,4.0,3.6,4
lurex,4,4.4,4.8,3
shore,3,5.6,6.0,4
opine,4,4.0,4.8,5
spacy,4,4.8,5.4,4
piers,4,4.2,5.2,4
auras,7,5.6,4.0,3
jujus,7,6.2,6.2,7
bosun,4,4.2,5.8,6
cyder,4,4.8,3.4,3
sheds,7,4.4,4.2,5
shots,5,5.8,6.4,6
tonga,3,5.2,5.6,5
hymen,3,4.8,4.2,3
peins,3,5.6,5.6,4
ginzo,4,4.2,4.0,6
banal,5,4.4,5.4,5
modes,5,6.0,5.6,7
pique,5,5.0,4.0,3
lolly,10,7.2,7.6,9
ousts,7,5.6,4.0,6
azure,6,4.4,3.2,4
whits,5,5.6,5.8,5
midst,5,4.0,4.2,3
smack,5,5.4,5.4,5
bousy,4,3.6,4.8,6
kendo,5,4.4,3.0,3
eskar,11,6.8,6.8,11
goats,6,6.8,5.2,7
tenet,4,5.2,4.6,3
pudic,4,4.8,2.6,4
smaze,7,5.6,5.6,7
grift,5,4.6,4.4,4
vulva,8,5.4,6.2,6
toros,4,5.0,4.8,4
fries,7,5.2,5.6,7
sulks,6,5.0,5.8,6
waled,6,7.2,5.6,8
vaunt,7,6.8,6.0,5
oater,3,4.6,5.8,3
visor,3,5.2,4.2,4
embow,6,3.8,5.2,5
sipes,7,5.8,7.4,8
tuned,4,4.6,6.0,3
merde,5,4.2,4.4,4
small,6,5.0,5.2,7
knack,6,4.6,5.2,5
thole,3,5.0,5.8,3
pinks,6,6.4,9.2,5
baulk,4,5.2,4.8,5
pogey,5,4.6,6.4,5
neddy,5,5.6,4.8,5
filly,5,6.2,5.6,7
using,5,4.4,4.2,4
stobs,8,6.4,5.6,10
scoff,6,5.4,4.8,6
tarns,3,5.4,6.2,3
goony,5,5.2,5.8,6
chart,4,4.2,6.4,5
right,4,4.8,5.2,4
deils,3,5.4,4.4,3
roars,5,6.4,6.0,5
roper,6,5.0,6.0,7
stein,4,5.4,5.0,3
dusty,4,4.2,4.6,3
unhat,5,4.6,5.8,4
mache,4,5.4,4.8,4
scops,4,5.2,6.8,5
spans,4,5.8,5.8,6
banns,7,6.6,6.2,6
rayas,7,4.2,5.6,5
state,5,5.2,5.6,6
bumpy,4,4.2,5.6,4
lives,6,6.0,5.6,6
kaifs,6,4.8,5.6,5
melee,4,4.8,5.4,3
swops,5,4.8,5.2,6
marry,6,5.4,5.0,6
loges,5,7.2,7.0,5
finis,4,6.2,5.0,5
crime,3,4.8,5.2,5
keirs,4,4.2,4.8,5
baned,4,5.8,6.4,6
calla,4,5.2,5.2,4
moony,4,5.4,5.4,5
pests,4,7.8,6.6,7
bathe,4,5.0,5.0,4
bedim,4,4.2,3.0,4
venin,5,4.6,5.2,6
druid,4,4.4,2.4,3
toxin,3,4.8,5.0,4
undue,6,5.2,3.0,4
opium,4,4.4,2.6,3
birth,3,4.6,5.4,3
kerbs,7,5.2,5.0,6
juror,5,4.6,5.0,4
sauna,5,4.2,4.8,6
pyran,4,3.4,5.0,4
berth,3,4.4,4.0,3
hippy,5,4.4,6.0,6
alkyl,5,4.2,4.8,4
paled,3,7.4,8.0,4
aides,3,6.0,3.0,2
eruct,4,4.8,4.6,4
mages,5,8.0,7.4,5
dough,3,4.8,4.6,5
iambs,5,5.8,4.8,6
taros,2,4.6,5.4,4
tippy,5,4.6,5.6,5
would,5,4.6,4.0,5
marka,5,5.4,5.0,5
morae,2,4.8,6.2,3
again,5,4.4,5.0,4
sluts,5,5.8,4.8,4
fifer,8,6.0,6.2,10
dowie,6,5.6,4.2,5
sorbs,7,4.6,5.6,7
gents,6,4.4,7.2,5
telco,3,3.8,4.4,4
fillo,5,5.2,4.0,7
dusky,3,4.8,4.4,4
cuish,4,5.0,3.6,4
momus,5,5.4,5.4,6
ragis,4,5.0,4.6,4
shove,5,5.6,5.0,5
jauks,6,6.2,6.0,7
foins,3,6.0,3.8,4
ideas,7,5.2,4.8,7
ulvas,4,6.4,4.4,4
luxes,7,5.4,5.6,8
imido,4,4.2,3.0,6
mango,4,4.8,3.6,4
longs,4,5.6,5.6,3
groat,3,4.6,5.2,4
hived,5,5.4,6.2,7
cribs,5,4.8,4.4,4
teiid,4,5.8,5.0,5
agaze,8,6.4,5.6,7
dewax,5,5.0,7.0,6
licht,4,5.2,4.0,4
benne,5,6.0,4.8,4
jacks,8,6.8,6.8,9
aspen,3,4.6,4.4,3
olive,3,4.2,4.6,3
bolos,5,7.4,6.6,8
kerry,8,4.6,5.8,6
logic,5,4.4,4.2,4
tammy,6,5.6,6.0,6
sopor,3,3.2,4.8,3
murky,4,4.6,5.8,4
congo,5,4.8,4.4,4
argol,6,4.6,5.4,3
volte,4,5.0,5.0,4
trode,3,5.0,5.0,4
faint,5,5.2,4.8,6
laxes,9,7.2,7.6,9
dewan,5,4.4,5.2,5
mixed,6,4.6,7.6,7
lisps,5,5.2,5.2,5
darbs,7,6.2,5.6,6
tiers,2,4.6,4.8,3
dobra,5,4.6,3.6,4
hexer,6,6.0,5.8,6
bries,6,6.8,7.4,6
mocks,7,5.6,7.4,5
hells,8,5.4,6.6,5
ravel,10,4.6,6.6,10
detox,5,5.2,5.0,6
dight,5,5.6,4.2,4
kitty,7,5.8,4.8,6
adept,5,4.4,3.6,3
cubby,5,6.0,4.8,5
novas,5,5.4,5.4,6
mavie,4,5.0,5.2,5
pibal,4,5.4,6.4,5
sadhe,4,4.4,4.4,3
least,4,5.8,6.0,5
agley,3,4.8,5.0,3
corks,7,5.4,6.0,6
bozos,9,5.6,6.6,7
quark,5,5.8,5.2,6
duchy,6,4.0,4.4,6
matey,4,5.2,5.0,4
karma,6,5.2,5.4,5
fluor,4,5.0,4.8,4
pursy,4,6.0,5.6,4
maund,3,3.6,3.4,5
skint,4,4.4,4.8,4
burka,4,4.2,4.6,4
caber,5,5.6,5.6,6
whine,5,4.2,5.4,4
tared,2,7.2,5.6,3
blams,5,5.6,5.4,4
casus,7,5.6,5.8,8
rucks,5,5.6,4.8,5
ensue,5,4.4,4.8,5
nitid,5,4.4,5.0,3
bream,7,5.0,5.8,8
burns,5,6.0,6.6,5
glost,4,4.8,5.8,5
manas,5,6.4,7.2,7
greet,6,5.0,5.0,4
cloak,3,4.2,6.2,7
spied,4,5.4,5.2,5
unpin,4,4.8,3.8,4
anoas,5,5.6,4.0,5
moats,5,5.6,5.2,6
lilts,6,6.0,6.0,6
stogy,5,6.0,5.8,5
bombe,6,5.0,4.4,5
blunt,3,4.4,4.8,3
tones,3,7.0,6.6,4
girly,3,5.0,4.8,3
allee,4,4.6,4.2,4
folly,9,6.2,5.6,8
gulag,5,4.6,5.8,5
muzzy,5,6.6,6.8,7
steer,4,7.4,5.4,4
mares,8,6.0,8.2,8
kapas,5,4.6,7.2,6
pupus,5,6.6,6.4,5
clops,5,5.4,5.4,5
chark,5,5.4,5.6,6
album,4,4.6,4.4,3
quest,5,5.2,4.2,5
dross,4,5.2,5.4,5
homed,4,5.0,5.0,6
wombs,5,5.6,6.8,5
venus,7,4.8,4.4,5
polls,7,5.8,6.2,6
gamed,4,4.4,5.4,6
nomad,4,4.2,3.8,5
ramps,5,5.8,6.6,4
wefts,6,4.8,6.0,6
spirt,4,4.2,4.6,4
weary,4,5.2,6.0,4
timid,4,4.0,3.4,4
berme,5,4.8,5.2,5
malty,3,5.0,5.6,4
triol,2,5.0,4.6,4
orate,2,6.2,5.0,4
jukus,6,5.0,5.6,6
ormer,4,5.0,5.2,8
gonef,4,5.6,5.2,4
lilac,4,4.6,4.8,5
lysis,5,4.6,3.6,4
sheal,5,4.6,4.8,6
titis,5,6.6,5.2,5
twigs,4,4.6,5.2,4
kinin,4,4.4,5.2,4
terms,3,4.6,6.0,4
toffy,6,5.0,5.2,5
circa,3,5.0,4.4,6
swath,4,5.4,5.6,5
batch,5,5.2,5.8,6
spiks,6,5.6,6.8,5
fleck,4,4.6,4.6,4
latch,3,7.4,4.8,4
tacky,4,5.0,5.2,4
patin,4,4.8,5.2,4
gaddi,6,4.2,3.6,4
tauon,3,5.0,3.0,2
doser,4,4.6,4.8,3
mails,5,5.6,7.4,7
hurst,7,4.4,4.8,6
antre,8,5.4,4.2,3
incus,5,4.2,4.4,4
torts,5,8.6,6.6,5
suety,3,4.2,6.2,3
jowly,4,4.6,6.0,4
capon,3,4.8,6.2,4
kibei,4,5.0,5.0,5
minas,4,6.0,5.0,5
gnarl,5,5.6,4.4,4
inked,4,4.8,4.6,6
gamic,4,4.6,4.8,5
braky,6,5.8,5.2,5
snubs,4,4.6,4.8,5
tizzy,6,5.4,5.0,6
ileus,6,6.2,4.2,3
wound,8,6.2,4.2,9
booty,5,5.0,5.6,4
stoss,7,7.2,5.0,9
yokes,7,5.6,7.0,6
barye,5,4.4,4.8,5
noirs,4,4.6,5.2,4
mopey,5,6.0,4.8,6
fubar,5,4.4,4.6,3
frizz,5,5.0,5.4,6
shoer,4,4.6,4.8,6
great,7,3.6,7.0,6
voted,4,7.2,7.0,5
narky,4,5.0,5.4,4
roves,7,6.8,7.0,6
stake,6,5.0,8.2,6
boned,3,4.8,6.2,5
abase,10,5.4,5.2,4
sperm,5,4.8,4.6,3
orang,5,5.0,5.4,6
nerol,3,5.2,5.8,4
bento,3,5.0,3.8,5
massy,7,4.6,5.4,7
troop,3,5.2,5.6,5
shawm,5,4.2,5.6,6
floor,4,4.6,4.6,5
scall,6,4.4,6.0,6
honky,4,4.6,5.0,4
shawl,5,4.6,5.6,5
power,6,6.8,5.6,6
habus,5,4.6,5.0,5
scabs,7,5.6,6.4,7
muggs,6,4.6,5.0,6
comps,4,5.0,6.2,4
acmic,5,5.6,4.6,5
bravi,5,4.8,4.8,6
ahead,7,6.0,3.4,4
world,3,4.8,3.8,3
bunns,6,5.2,5.4,6
obole,5,5.8,5.6,5
coden,3,4.8,5.2,4
verso,3,6.0,4.8,3
moper,4,6.4,6.2,5
panel,3,4.6,4.8,3
drabs,7,5.0,4.4,7
skyey,6,5.2,5.0,3
doges,6,5.8,8.4,6
glens,4,4.8,5.8,4
poise,4,4.6,4.4,3
ziram,4,5.0,4.4,4
moggy,5,4.8,5.2,6
riped,5,6.2,5.8,7
iliac,4,4.4,4.2,5
deems,6,5.2,5.0,4
wiver,8,6.2,6.8,8
wasts,10,6.0,6.8,7
daunt,4,5.0,3.8,3
vinas,6,6.6,6.4,7
refry,9,5.6,5.2,8
evict,7,4.2,4.8,5
pekin,5,4.8,3.8,4
scope,4,5.6,5.8,5
luces,3,5.4,5.8,5
flair,5,4.4,4.2,6
troke,5,5.0,5.0,5
ribes,7,5.2,4.8,7
rexes,7,6.2,5.6,4
seifs,4,4.8,4.4,5
happy,5,5.0,6.2,6
kazoo,7,6.2,4.6,7
revue,5,4.8,5.2,6
bines,5,7.0,8.0,6
remex,8,5.6,6.4,8
farts,7,7.2,7.6,7
algor,3,2.8,4.0,3
comix,4,4.8,4.2,5
amies,4,8.0,4.8,2
firns,5,4.8,5.6,6
round,3,5.4,6.0,4
debug,5,5.0,4.6,6
gulch,5,5.0,5.2,4
scare,4,5.2,6.8,6
quoll,4,5.4,4.2,5
grass,9,6.2,5.6,8
jocks,10,7.0,7.6,8
ditzy,5,4.6,4.2,4
suets,6,5.0,5.6,4
cynic,3,4.4,4.2,4
taper,4,5.4,8.4,5
hames,5,7.0,8.0,6
arpen,4,4.4,4.4,4
bedel,4,5.2,4.2,4
scape,6,5.0,6.0,6
girts,4,5.0,5.0,3
salic,3,4.0,4.6,3
evert,5,5.2,4.4,5
pious,4,5.4,3.4,2
cornu,3,4.6,5.2,5
swoun,4,4.6,4.6,6
esker,9,4.2,6.4,8
globs,5,4.8,5.8,7
exile,6,5.6,4.2,5
races,3,9.2,7.4,4
okehs,6,5.6,4.4,6
avail,7,4.8,4.8,6
close,4,4.8,4.2,4
twats,5,6.0,5.6,7
chirm,5,6.2,4.8,5
creme,4,5.0,5.4,5
braid,4,3.4,4.4,5
gamut,5,3.2,4.4,5
veins,4,4.8,5.2,5
taxed,5,6.4,7.2,7
tibia,4,4.4,4.8,5
horal,7,5.2,6.0,8
wheep,4,5.4,5.2,5
juked,5,6.4,5.2,8
moult,3,4.4,4.4,5
fuzil,4,5.6,4.2,4
weeny,4,5.6,4.8,5
souse,4,6.0,4.6,9
airns,4,4.6,4.2,4
hocus,4,5.0,4.2,5
pruta,4,4.2,4.4,3
snath,3,4.8,4.8,4
laevo,4,5.2,4.0,3
yolks,5,5.6,5.6,5
flogs,5,6.4,7.2,6
ester,5,5.0,4.6,5
kalpa,5,4.8,5.6,6
pally,5,5.6,4.8,5
otter,6,6.0,6.4,7
tangs,4,6.4,4.6,4
swims,6,5.4,5.4,6
obeli,4,4.0,4.6,4
torte,3,5.0,5.2,3
pelts,3,7.0,7.2,4
where,6,3.8,4.8,5
truce,4,4.6,4.4,3
sorer,4,6.6,5.4,4
felts,8,5.4,7.4,8
butts,5,5.8,6.2,5
spoon,5,4.6,5.2,5
palms,3,4.8,6.4,4
roast,3,4.4,4.4,4
cadre,4,5.6,4.4,3
shist,5,5.2,6.2,6
pence,4,4.4,6.4,4
slung,5,5.6,4.8,5
taker,6,7.4,7.8,7
gigue,4,4.6,5.0,4
finds,6,5.4,5.6,7
lirot,3,4.6,4.2,4
scone,4,4.8,6.6,4
bairn,4,5.0,4.4,5
fitch,6,5.2,5.0,6
scrip,4,4.2,3.8,4
whams,5,5.2,6.4,4
pipal,4,5.2,5.8,6
cried,3,5.4,4.8,4
gleek,5,5.4,4.6,5
yagis,5,4.0,6.6,6
verbs,8,5.8,5.0,7
throb,4,4.6,4.4,4
cacti,3,5.8,4.8,5
bimah,4,4.2,5.2,4
fords,5,6.8,4.4,4
unlay,4,4.6,5.2,3
aback,5,4.2,4.6,5
dorks,6,5.6,4.8,5
paint,3,4.0,5.2,4
mirky,4,5.0,4.0,4
sight,4,5.0,6.0,4
skids,5,6.0,5.2,5
sulky,3,4.0,5.6,3
agers,8,6.8,5.2,4
yules,6,5.4,5.4,7
ramet,6,4.6,5.6,7
cavil,7,4.8,4.4,6
lance,3,5.0,5.4,3
flaws,7,7.0,6.8,8
ludic,4,4.4,2.8,3
knosp,4,4.4,5.6,5
geums,5,5.2,5.0,4
coons,4,6.2,6.2,5
gigot,5,5.4,4.8,5
gorge,6,4.2,5.2,5
tarot,5,5.4,5.6,7
learn,4,4.6,5.2,4
tolar,2,4.0,4.8,3
antra,7,4.4,3.6,4
sware,6,5.2,6.0,8
pesky,4,5.0,4.2,4
slyer,3,5.4,4.8,3
scale,4,5.0,5.4,5
weald,4,5.8,4.2,4
blaze,6,4.2,6.4,6
wisha,6,4.4,4.6,6
umiaq,5,4.4,4.0,5
drain,4,4.2,4.6,4
tafia,5,4.2,4.4,6
luges,5,5.0,5.4,6
found,7,5.6,6.8,8
proof,6,5.2,5.2,5
corse,2,4.2,6.0,3
baffy,6,5.8,6.0,7
arame,8,5.2,4.6,6
wussy,8,6.0,6.8,9
ninon,4,4.6,4.6,6
altar,6,5.0,5.0,4
amahs,6,5.2,4.8,5
spuds,4,4.2,3.8,5
inbye,6,4.6,5.6,5
brith,4,5.0,5.4,4
diode,4,4.2,4.0,6
parse,4,4.6,4.4,5
duper,4,4.2,4.2,3
aloha,5,4.4,4.2,5
shine,3,5.6,5.0,4
stags,6,4.8,5.2,10
laari,5,6.4,5.0,3
brunt,4,4.2,4.6,3
clons,3,5.4,5.2,4
speck,4,3.8,4.6,5
curdy,4,5.2,4.4,3
dunce,3,4.8,4.0,3
glans,4,6.2,6.4,5
famed,5,6.0,7.6,7
satyr,2,4.6,4.8,3
wheal,5,4.4,5.2,8
mumus,6,6.0,5.6,7
adore,5,3.8,4.2,3
kbars,7,4.4,4.2,5
skuas,5,5.0,5.0,4
quids,4,4.0,3.6,4
avant,5,3.6,5.0,3
crump,4,4.4,4.6,4
laity,2,5.4,4.6,3
shoot,5,4.8,4.6,6
selle,4,5.2,4.6,4
verge,5,5.2,4.8,6
fauve,6,4.4,5.0,5
mucky,4,4.8,4.6,4
aline,3,4.8,4.0,3
leger,5,6.2,5.2,4
deter,3,6.2,4.4,3
clown,4,5.2,4.6,4
gross,7,5.2,7.2,7
recce,5,4.8,4.2,4
brave,6,5.2,6.6,6
unwon,4,5.4,4.6,6
axons,5,5.2,6.4,5
blast,5,4.8,4.2,6
rutty,4,4.6,6.0,4
dobla,4,3.8,3.6,4
joins,4,5.8,6.2,5
fytte,5,5.0,4.8,4
bigly,3,4.6,5.2,4
giros,4,4.8,4.4,6
tazza,5,5.4,5.6,5
veils,5,4.8,5.8,5
zings,8,6.0,6.4,7
natal,5,5.0,6.0,4
clone,3,5.8,4.4,4
blate,5,5.4,5.6,5
spire,5,4.8,5.0,5
creed,4,5.6,6.2,4
dauts,5,6.6,3.4,2
tegua,3,4.6,4.4,5
finny,7,6.2,6.6,7
setup,5,5.8,4.4,5
azoic,4,5.6,2.6,3
hilar,3,4.8,5.2,5
woozy,5,5.6,5.2,6
elint,5,3.8,5.0,5
gighe,5,5.0,4.6,5
tings,3,5.2,5.8,3
acres,3,5.0,5.2,3
boink,4,4.2,5.0,4
unmix,4,4.8,4.4,5
bravo,6,4.4,4.6,5
cants,3,6.6,6.8,3
favor,5,5.8,6.2,7
acrid,4,4.4,3.2,2
rotch,3,4.6,5.6,3
thein,4,4.2,4.2,3
camel,4,4.8,4.6,4
quale,6,4.6,5.4,4
choir,4,4.2,4.8,4
pumas,4,5.2,4.0,5
gummy,4,3.8,6.4,5
covin,3,4.6,4.4,5
easel,4,5.4,5.4,4
waxes,9,6.8,6.8,9
slosh,5,4.2,4.6,5
degum,4,4.8,3.8,5
esnes,5,6.6,5.8,5
sword,4,4.0,4.8,5
zebus,5,4.4,5.8,4
emote,5,4.8,5.0,6
alias,6,5.2,4.2,5
shiny,3,4.0,6.0,4
aboma,5,4.8,5.0,5
afoul,5,4.6,3.0,4
craal,5,5.6,5.4,6
salol,3,4.2,6.2,5
algae,6,4.4,4.8,4
butch,5,4.6,5.2,4
drail,4,6.0,3.6,3
ruche,5,3.4,3.8,3
ngwee,5,3.6,4.6,4
lawed,7,7.6,9.2,8
pored,3,5.2,6.0,4
slaps,5,5.2,6.8,6
stupa,5,5.2,5.0,6
dirks,5,5.6,4.8,5
wider,6,7.0,5.2,6
tango,3,4.8,3.6,4
mores,6,5.8,6.0,7
hilum,4,4.8,4.8,4
whish,5,6.0,5.4,5
risky,3,4.0,5.6,3
volar,5,6.0,5.6,7
wried,6,6.6,4.4,7
aware,6,5.4,5.4,4
hubby,7,4.8,6.0,6
soppy,4,4.8,5.2,5
jiver,9,8.2,7.8,9
akees,8,4.8,5.4,7
lacks,4,4.6,6.2,4
taupe,4,4.8,4.6,4
clubs,4,4.8,4.8,4
anent,5,5.2,4.8,5
diets,3,4.6,3.8,4
tucks,5,5.6,5.4,4
agama,5,4.6,4.4,5
irate,4,5.0,5.4,4
ferry,5,5.4,5.2,5
cades,3,5.2,4.8,3
balls,8,6.6,6.6,6
decoy,4,4.6,5.6,5
awned,4,5.4,4.4,5
slums,5,5.2,4.6,5
fjeld,4,5.0,3.8,4
mason,3,4.2,5.0,6
cahow,4,4.2,5.6,5
hydro,3,4.0,2.6,3
bluet,4,5.2,4.4,3
ceili,5,4.2,5.0,5
holey,3,5.0,5.8,4
crave,7,5.8,5.8,7
rigor,3,3.6,3.6,3
barmy,4,4.6,5.4,5
alloy,4,4.6,4.6,4
yager,5,4.8,6.6,6
kiosk,5,5.0,4.6,6
dates,3,6.0,5.4,4
phone,3,5.4,5.2,4
eking,6,4.8,5.6,6
surra,4,5.2,5.4,5
sakis,8,5.8,5.0,8
gurge,5,5.0,4.6,4
uncus,4,4.6,4.4,5
blown,4,4.6,4.8,4
smile,5,5.0,5.4,5
flamy,4,4.6,5.4,6
shalt,3,4.8,5.6,5
picot,4,5.0,5.0,5
brosy,6,5.0,5.4,5
yahoo,4,5.0,5.0,6
konks,9,8.0,7.2,10
firry,5,3.8,4.8,5
doest,6,5.6,4.8,3
demes,6,6.6,5.4,4
poboy,6,5.4,5.4,6
anger,5,4.8,4.8,4
redry,5,5.8,4.2,4
agmas,5,5.0,4.2,6
ashed,3,4.0,5.4,3
cruse,5,4.6,4.2,3
hooey,6,4.8,6.2,7
reify,5,6.2,5.2,5
agone,3,4.6,5.0,4
edema,5,5.6,6.6,8
mayed,5,7.4,8.0,7
frosh,5,5.2,4.8,4
smock,5,4.2,4.2,5
usage,7,6.4,5.0,4
rogue,5,5.0,4.6,5
heave,4,4.8,4.8,5
count,3,5.0,4.4,4
gages,8,7.4,7.0,8
fiery,3,4.6,5.2,4
cuber,4,5.4,5.2,4
noted,3,5.6,6.0,5
zizit,7,4.2,5.4,6
elder,6,4.8,3.4,3
jewel,6,5.2,6.6,6
soyuz,4,4.0,5.2,5
facia,4,4.8,5.2,5
fidge,4,4.6,3.6,4
inarm,4,5.2,5.2,5
maize,4,4.8,5.2,5
nazis,5,6.0,5.8,5
brome,3,5.8,5.4,5
satin,3,3.8,4.4,3
halid,3,5.0,5.0,5
coper,5,6.4,7.0,5
doing,3,4.0,3.2,4
gongs,8,6.8,7.8,8
frere,5,4.8,5.0,4
carte,2,4.6,4.8,3
varix,5,5.2,6.8,4
gyrus,4,4.6,3.8,4
narco,3,4.4,4.0,4
trios,3,5.2,5.0,5
rents,2,5.8,6.0,3
eched,5,4.2,5.2,6
walls,7,7.2,8.4,11
lured,4,5.0,6.0,3
rathe,2,4.8,5.2,3
lupin,3,4.6,4.4,4
wifey,5,4.8,5.4,4
nills,6,6.0,4.4,4
togae,2,4.6,4.2,3
bimbo,4,4.8,3.8,6
yogee,4,5.0,4.4,5
wauls,7,5.8,5.8,7
lasts,5,6.2,4.2,5
mimes,9,7.2,9.0,9
sulfa,5,6.0,5.0,4
whirs,7,4.2,5.2,5
purse,4,5.4,5.2,5
licks,3,5.4,4.8,4
quits,6,5.0,4.4,4
ohias,4,5.4,3.8,3
whump,4,4.2,4.2,5
titre,3,6.2,5.4,3
blats,5,6.6,5.8,6
maces,5,5.8,6.6,5
burke,4,4.6,5.0,4
shill,4,6.6,5.2,5
ogled,4,4.2,8.2,8
flunk,5,5.2,4.4,5
pases,7,5.2,5.6,8
tires,3,4.2,6.2,2
slant,3,3.4,5.6,4
shush,6,4.8,4.8,5
pixel,4,4.2,5.8,5
nidus,4,4.6,2.6,2
texts,7,7.6,6.4,6
dirty,3,3.4,4.8,3
curry,6,6.2,6.4,6
topee,4,3.6,5.0,5
azole,5,5.2,5.4,5
begot,4,4.4,5.6,6
funny,6,4.6,6.2,6
grins,5,5.8,5.4,4
puses,6,6.4,5.8,7
comma,6,5.4,5.2,6
fazes,8,8.0,8.0,8
yauld,3,4.8,4.0,6
ebbed,7,6.0,4.8,6
sauce,3,5.0,5.4,4
sunna,4,5.6,5.0,5
deked,5,5.8,5.4,4
unsay,3,3.8,4.4,3
rebuy,4,5.2,4.8,4
turns,3,5.0,4.8,3
aglow,5,5.2,4.6,4
chews,5,5.0,4.8,5
talar,4,4.6,5.0,3
rayon,3,4.2,5.4,6
frost,7,5.4,6.2,8
pacey,4,5.0,4.6,4
olden,3,5.2,4.4,4
coyed,3,6.6,8.2,7
sadis,8,5.8,5.6,8
fetus,6,7.4,4.6,3
